,timestamp,tag,description,condition
129244,2022-01-02 11:54:04,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
129303,2022-01-02 11:55:03,TI107,E-106 REBOILER OUTLET TEMPERATURE,FAULT
129677,2022-01-02 12:01:17,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW RECOVERED
129950,2022-01-02 12:05:50,TI107,E-106 REBOILER OUTLET TEMPERATURE,FAULT
131550,2022-01-02 12:32:30,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW
131682,2022-01-02 12:34:42,TI107,E-106 REBOILER OUTLET TEMPERATURE,FAULT RECOVERED
132144,2022-01-02 12:42:24,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH
132270,2022-01-02 12:44:30,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH RECOVERED
133627,2022-01-02 13:07:07,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT
134237,2022-01-02 13:17:17,TI107,E-106 REBOILER OUTLET TEMPERATURE,FAULT RECOVERED
134378,2022-01-02 13:19:38,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW
134513,2022-01-02 13:21:53,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
134597,2022-01-02 13:23:17,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW RECOVERED
134624,2022-01-02 13:23:44,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW
134830,2022-01-02 13:27:10,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,LOW RECOVERED
134875,2022-01-02 13:27:55,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH
135403,2022-01-02 13:36:43,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW
135814,2022-01-02 13:43:34,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW
135839,2022-01-02 13:43:59,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH HIGH RECOVERED
136262,2022-01-02 13:51:02,FI110,TOLUENE PRODUCT FLOW,LOW
137131,2022-01-02 14:05:31,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH RECOVERED
137214,2022-01-02 14:06:54,TI109,E-104 CONDENSER INLET TEMPERATURE,LOW RECOVERED
137310,2022-01-02 14:08:30,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW LOW RECOVERED
137425,2022-01-02 14:10:25,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
137615,2022-01-02 14:13:35,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT
137827,2022-01-02 14:17:07,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH
138139,2022-01-02 14:22:19,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW RECOVERED
138302,2022-01-02 14:25:02,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT
138367,2022-01-02 14:26:07,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
138831,2022-01-02 14:33:51,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,FAULT RECOVERED
139102,2022-01-02 14:38:22,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT
139136,2022-01-02 14:38:56,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
139238,2022-01-02 14:40:38,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW
139977,2022-01-02 14:52:57,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,FAULT RECOVERED
140489,2022-01-02 15:01:29,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,HIGH HIGH RECOVERED
141970,2022-01-02 15:26:10,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT RECOVERED
144027,2022-01-02 16:00:27,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,FAULT RECOVERED
144127,2022-01-02 16:02:07,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW LOW
144136,2022-01-02 16:02:16,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,LOW RECOVERED
145795,2022-01-02 16:29:55,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH
146536,2022-01-02 16:42:16,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
146676,2022-01-02 16:44:36,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW LOW RECOVERED
148325,2022-01-02 17:12:05,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
148603,2022-01-02 17:16:43,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH
148925,2022-01-02 17:22:05,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT
149377,2022-01-02 17:29:37,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH RECOVERED
150318,2022-01-02 17:45:18,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW
150822,2022-01-02 17:53:42,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH
151247,2022-01-02 18:00:47,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW
151250,2022-01-02 18:00:50,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH HIGH RECOVERED
152027,2022-01-02 18:13:47,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,FAULT RECOVERED
152057,2022-01-02 18:14:17,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
152315,2022-01-02 18:18:35,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
153571,2022-01-02 18:39:31,FI105,BENZENE PRODUCT FLOW,HIGH
154180,2022-01-02 18:49:40,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,LOW RECOVERED
154403,2022-01-02 18:53:23,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH
155183,2022-01-02 19:06:23,FI105,BENZENE PRODUCT FLOW,HIGH RECOVERED
155278,2022-01-02 19:07:58,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW
155419,2022-01-02 19:10:19,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
155456,2022-01-02 19:10:56,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH HIGH RECOVERED
156608,2022-01-02 19:30:08,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH RECOVERED
157143,2022-01-02 19:39:03,FI105,BENZENE PRODUCT FLOW,LOW
157812,2022-01-02 19:50:12,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW RECOVERED
158181,2022-01-02 19:56:21,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT
158578,2022-01-02 20:02:58,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW
158734,2022-01-02 20:05:34,PI106,E-106 REBOILER INLET PRESSURE,LOW LOW RECOVERED
159046,2022-01-02 20:10:46,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
159589,2022-01-02 20:19:49,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW
159930,2022-01-02 20:25:30,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH HIGH
160109,2022-01-02 20:28:29,FI105,BENZENE PRODUCT FLOW,LOW RECOVERED
161002,2022-01-02 20:43:22,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,FAULT RECOVERED
162991,2022-01-02 21:16:31,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW
163208,2022-01-02 21:20:08,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW RECOVERED
163592,2022-01-02 21:26:32,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH HIGH RECOVERED
164743,2022-01-02 21:45:43,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH
165303,2022-01-02 21:55:03,TI107,E-106 REBOILER OUTLET TEMPERATURE,LOW RECOVERED
165418,2022-01-02 21:56:58,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT
165674,2022-01-02 22:01:14,HS102A,P-102A MOTOR FAULT,FAULT
165706,2022-01-02 22:01:46,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
165734,2022-01-02 22:02:14,FI105,BENZENE PRODUCT FLOW,LOW
165749,2022-01-02 22:02:29,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW
165753,2022-01-02 22:02:33,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW
165835,2022-01-02 22:03:55,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
165843,2022-01-02 22:04:03,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
165880,2022-01-02 22:04:40,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH
165887,2022-01-02 22:04:47,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH
165898,2022-01-02 22:04:58,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH
165901,2022-01-02 22:05:01,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH
166522,2022-01-02 22:15:22,HS102A,P-102A MOTOR FAULT,FAULT RECOVERED
166559,2022-01-02 22:15:59,PI110,P-102A PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
166592,2022-01-02 22:16:32,FI105,BENZENE PRODUCT FLOW,LOW RECOVERED
166594,2022-01-02 22:16:34,FIC101,T-101 DISTILLATION COLUMN IN FLOW CONTROLLER,LOW RECOVERED
166599,2022-01-02 22:16:39,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW RECOVERED
166687,2022-01-02 22:18:07,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
166692,2022-01-02 22:18:12,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
166728,2022-01-02 22:18:48,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,LOW RECOVERED
166732,2022-01-02 22:18:52,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH RECOVERED
166733,2022-01-02 22:18:53,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH RECOVERED
166742,2022-01-02 22:19:02,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,HIGH RECOVERED
166750,2022-01-02 22:19:10,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE CONTROLLER,HIGH RECOVERED
167432,2022-01-02 22:30:32,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH RECOVERED
167572,2022-01-02 22:32:52,HS102B,P-102B VIBRATION HI,FAULT
167677,2022-01-02 22:34:37,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW LOW
168840,2022-01-02 22:54:00,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW
169873,2022-01-02 23:11:13,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT
170161,2022-01-02 23:16:01,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,FAULT RECOVERED
170272,2022-01-02 23:17:52,HS102B,P-102B VIBRATION HI,FAULT RECOVERED
170286,2022-01-02 23:18:06,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW
170392,2022-01-02 23:19:52,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW LOW
170412,2022-01-02 23:20:12,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW
171828,2022-01-02 23:43:48,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW RECOVERED
172230,2022-01-02 23:50:30,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,FAULT
172686,2022-01-02 23:58:06,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,FAULT RECOVERED
172873,2022-01-03 00:01:13,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
173050,2022-01-03 00:04:10,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,LOW LOW RECOVERED
173146,2022-01-03 00:05:46,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
173419,2022-01-03 00:10:19,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
173692,2022-01-03 00:14:52,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
173773,2022-01-03 00:16:13,FI110,TOLUENE PRODUCT FLOW,LOW
173871,2022-01-03 00:17:51,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,FAULT RECOVERED
173965,2022-01-03 00:19:25,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
173991,2022-01-03 00:19:51,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW LOW RECOVERED
174201,2022-01-03 00:23:21,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW LOW RECOVERED
174238,2022-01-03 00:23:58,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
174511,2022-01-03 00:28:31,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
174784,2022-01-03 00:33:04,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
175057,2022-01-03 00:37:37,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
175330,2022-01-03 00:42:10,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
175425,2022-01-03 00:43:45,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW LOW RECOVERED
175591,2022-01-03 00:46:31,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH
175603,2022-01-03 00:46:43,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
175876,2022-01-03 00:51:16,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
176149,2022-01-03 00:55:49,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW
176422,2022-01-03 01:00:22,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW RECOVERED
177125,2022-01-03 01:12:05,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
178905,2022-01-03 01:41:45,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW
179092,2022-01-03 01:44:52,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH
179127,2022-01-03 01:45:27,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH RECOVERED
179585,2022-01-03 01:53:05,PI104,V-104 DISTILLATE VESSEL PRESSURE,LOW RECOVERED
180457,2022-01-03 02:07:37,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH
180837,2022-01-03 02:13:57,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH
181355,2022-01-03 02:22:35,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH RECOVERED
181496,2022-01-03 02:24:56,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW
182231,2022-01-03 02:37:11,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
182675,2022-01-03 02:44:35,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,LOW LOW RECOVERED
183225,2022-01-03 02:53:45,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW LOW
183375,2022-01-03 02:56:15,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH HIGH RECOVERED
186034,2022-01-03 03:40:34,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW LOW RECOVERED
186125,2022-01-03 03:42:05,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH HIGH RECOVERED
186908,2022-01-03 03:55:08,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
186989,2022-01-03 03:56:29,FI105,BENZENE PRODUCT FLOW,LL
187146,2022-01-03 03:59:06,FI110,TOLUENE PRODUCT FLOW,LOW
187434,2022-01-03 04:03:54,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH RECOVERED
187746,2022-01-03 04:09:06,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH
188349,2022-01-03 04:19:09,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH
190354,2022-01-03 04:52:34,FI105,BENZENE PRODUCT FLOW,LL RECOVERED
191336,2022-01-03 05:08:56,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH RECOVERED
191382,2022-01-03 05:09:42,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW LOW
192575,2022-01-03 05:29:35,FI110,TOLUENE PRODUCT FLOW,LOW RECOVERED
192955,2022-01-03 05:35:55,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW
194316,2022-01-03 05:58:36,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW LOW RECOVERED
196000,2022-01-03 06:26:40,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH HIGH RECOVERED
196280,2022-01-03 06:31:20,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH
197260,2022-01-03 06:47:40,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH
197276,2022-01-03 06:47:56,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH RECOVERED
197552,2022-01-03 06:52:32,FI106,E-106 REBOILER INLET FLOW,LOW
198100,2022-01-03 07:01:40,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
198254,2022-01-03 07:04:14,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW RECOVERED
198452,2022-01-03 07:07:32,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH RECOVERED
198987,2022-01-03 07:16:27,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH RECOVERED
199116,2022-01-03 07:18:36,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW
199317,2022-01-03 07:21:57,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH
200595,2022-01-03 07:43:15,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW
200663,2022-01-03 07:44:23,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH
200870,2022-01-03 07:47:50,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW RECOVERED
201036,2022-01-03 07:50:36,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,LOW RECOVERED
202158,2022-01-03 08:09:18,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW
202368,2022-01-03 08:12:48,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH
202435,2022-01-03 08:13:55,FI106,E-106 REBOILER INLET FLOW,LOW RECOVERED
202450,2022-01-03 08:14:10,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH
202903,2022-01-03 08:21:43,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH
202990,2022-01-03 08:23:10,TI106,E-106 REBOILER INLET TEMPERATURE,LOW
203030,2022-01-03 08:23:50,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH RECOVERED
203604,2022-01-03 08:33:24,TI106,E-106 REBOILER INLET TEMPERATURE,LOW RECOVERED
203609,2022-01-03 08:33:29,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW
204633,2022-01-03 08:50:33,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
205072,2022-01-03 08:57:52,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH
205460,2022-01-03 09:04:20,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,HIGH HIGH RECOVERED
206101,2022-01-03 09:15:01,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW RECOVERED
206740,2022-01-03 09:25:40,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH RECOVERED
206744,2022-01-03 09:25:44,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT
207269,2022-01-03 09:34:29,TI107,E-106 REBOILER OUTLET TEMPERATURE,HIGH RECOVERED
207301,2022-01-03 09:35:01,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW
207625,2022-01-03 09:40:25,TI106,E-106 REBOILER INLET TEMPERATURE,LOW LOW RECOVERED
208155,2022-01-03 09:49:15,FI105,BENZENE PRODUCT FLOW,FAULT
208479,2022-01-03 09:54:39,TI106,E-106 REBOILER INLET TEMPERATURE,HIGH HIGH RECOVERED
208722,2022-01-03 09:58:42,TI103,T-101 DISTILLATION COLUMN TEMPERATURE 3,LOW RECOVERED
210062,2022-01-03 10:21:02,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH
210107,2022-01-03 10:21:47,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,FAULT RECOVERED
211104,2022-01-03 10:38:24,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH
211980,2022-01-03 10:53:00,FI105,BENZENE PRODUCT FLOW,FAULT RECOVERED
212324,2022-01-03 10:58:44,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH
213519,2022-01-03 11:18:39,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,HIGH HIGH RECOVERED
213908,2022-01-03 11:25:08,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH RECOVERED
214123,2022-01-03 11:28:43,FI105,BENZENE PRODUCT FLOW,LL
214125,2022-01-03 11:28:45,TI104,T-101 DISTILLATION COLUMN TEMPERATURE 4,HIGH HIGH
215133,2022-01-03 11:45:33,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH HIGH RECOVERED
216847,2022-01-03 12:14:07,LI101,T-101 DISTILLATION COLUMN LEVEL,HIGH RECOVERED
217120,2022-01-03 12:18:40,FI105,BENZENE PRODUCT FLOW,LL RECOVERED
218300,2022-01-03 12:38:20,FI106,E-106 REBOILER INLET FLOW,HIGH
218959,2022-01-03 12:49:19,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW
219090,2022-01-03 12:51:30,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH
219345,2022-01-03 12:55:45,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW
219767,2022-01-03 13:02:47,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT
220231,2022-01-03 13:10:31,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
220271,2022-01-03 13:11:11,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH
220285,2022-01-03 13:11:25,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH
220286,2022-01-03 13:11:26,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH
220307,2022-01-03 13:11:47,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH
220341,2022-01-03 13:12:21,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH
220604,2022-01-03 13:16:44,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
220636,2022-01-03 13:17:16,PI101,T-101 DISTILLATION COLUMN PRESSURE,HIGH RECOVERED
220649,2022-01-03 13:17:29,LIC104,V-104 DISTILLATE VESSEL LEVEL CONTROLLER,HIGH RECOVERED
220650,2022-01-03 13:17:29,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH RECOVERED
220674,2022-01-03 13:17:53,PI104,V-104 DISTILLATE VESSEL PRESSURE,HIGH RECOVERED
220718,2022-01-03 13:18:37,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,HIGH RECOVERED
221172,2022-01-03 13:26:11,TI102,T-101 DISTILLATION COLUMN TEMPERATURE 2,LOW RECOVERED
221675,2022-01-03 13:34:34,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,LOW RECOVERED
222423,2022-01-03 13:47:02,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH
223108,2022-01-03 13:58:27,FI106,E-106 REBOILER INLET FLOW,HIGH RECOVERED
223404,2022-01-03 14:03:23,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW
223409,2022-01-03 14:03:28,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
223842,2022-01-03 14:10:41,LI104,V-104 DISTILLATE VESSEL LEVEL,HIGH HIGH RECOVERED
224482,2022-01-03 14:21:21,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
224524,2022-01-03 14:22:03,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH
225466,2022-01-03 14:37:45,PI105,V-104 DISTILLATE VESSEL FUEL GAS PRESSURE,FAULT RECOVERED
226264,2022-01-03 14:51:03,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW RECOVERED
227046,2022-01-03 15:04:05,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT
227690,2022-01-03 15:14:49,TIC102,T-101 DISTILLATION COLUMN TEMPERATURE CONTROLLER,HIGH HIGH RECOVERED
227983,2022-01-03 15:19:42,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH
228389,2022-01-03 15:26:28,FI104,E-104 CONDENSER COOLING WATER INLET FLOW,HIGH RECOVERED
229349,2022-01-03 15:42:28,PI104,V-104 DISTILLATE VESSEL PRESSURE,FAULT RECOVERED
230283,2022-01-03 15:58:02,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW
230417,2022-01-03 16:00:16,FI105,BENZENE PRODUCT FLOW,LL
230716,2022-01-03 16:05:15,TI101,T-101 DISTILLATION COLUMN TEMPERATURE 1,HIGH RECOVERED
231619,2022-01-03 16:20:18,TI111,E-104 CONDENSER COOLING WATER OUTLET TEMPERATURE,LOW LOW RECOVERED
231879,2022-01-03 16:24:38,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH HIGH
232562,2022-01-03 16:36:01,TI110,E-104 CONDENSER COOLING WATER INLET TEMPERATURE,HIGH HIGH
232773,2022-01-03 16:39:32,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,FAULT
233438,2022-01-03 16:50:37,TI108,V-104 DISTILLATE VESSEL TEMPERATURE,LOW LOW
234248,2022-01-03 17:04:07,FI101,T-101 DISTILLATION COLUMN IN FLOW,HIGH HIGH RECOVERED
234356,2022-01-03 17:05:55,LIC101,T-101 DISTILLATION COLUMN LEVEL CONTROLLER,LOW
234902,2022-01-03 17:15:01,LI104,V-104 DISTILLATE VESSEL LEVEL,LOW
234926,2022-01-03 17:15:25,FI105,BENZENE PRODUCT FLOW,LL RECOVERED
235418,2022-01-03 17:23:37,FI101,T-101 DISTILLATION COLUMN IN FLOW,LOW LOW
235820,2022-01-03 17:30:19,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW RECOVERED
235887,2022-01-03 17:31:26,PI111,P-102B PRODUCT PUMP DISCHARGE PRESSURE,LOW
